"","nga_y","date_from","articles","calendar","degree_of_centralization","foreign_coins","formal_legal_code","full_time_bureaucrats","history","indigenous_coins","irrigation_systems","markets","mnemonic_devices","paper_currency","polity_territory","population_of_the_largest_settlement","postal_stations","practical_literature","precious_metals","professional_priesthood","professional_soldiers","religious_levels","roads","sacred_texts","script","settlement_hierarchy","specialized_government_buildings","tokens","written_records"
"86","Deccan",1780,NA,TRUE,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,30800000,9e+05,TRUE,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,6,TRUE,NA,TRUE
"87","Deccan",-205,NA,NA,2,NA,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,2,TRUE,NA,TRUE
"88","Finger Lakes",1566,TRUE,FALSE,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1e+05,600,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,2,FALSE,TRUE,FALSE
"89","Finger Lakes",1714,TRUE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1e+05,600,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,TRUE,TRUE,3,FALSE,TRUE,TRUE
"90","Finger Lakes",1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73218,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA
"91","Galilee",-300,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1e+06,160000,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,TRUE,6,TRUE,TRUE,TRUE
"92","Galilee",-2000,TRUE,FALSE,2,FALSE,TRUE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,400,45000,NA,FALSE,TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,6,TRUE,FALSE,TRUE
"93","Galilee",-721,TRUE,TRUE,4,FALSE,FALSE,TRUE,NA,FALSE,TRUE,NA,NA,FALSE,1400000,70000,TRUE,NA,TRUE,TRUE,TRUE,3,TRUE,NA,TRUE,6,TRUE,NA,TRUE
"94","Galilee",-538,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4800000,2e+05,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,5,TRUE,NA,TRUE
"95","Galilee",-200,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,3600000,50000,TRUE,NA,NA,TRUE,TRUE,4,TRUE,TRUE,TRUE,6,TRUE,NA,TRUE
"96","Galilee",-103,NA,TRUE,3,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5000,10000,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,3,NA,NA,TRUE
"97","Galilee",-1030,NA,NA,3,FALSE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,NA,FALSE,8000,15000,NA,NA,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,7,TRUE,NA,TRUE
"98","Galilee",-1180,NA,TRUE,2,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,FALSE,8000,40000,NA,NA,TRUE,TRUE,TRUE,5,TRUE,NA,TRUE,5,NA,NA,TRUE
"99","Garo Hills",1775,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2000,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,2,FALSE,NA,FALSE
"100","Garo Hills",1868,TRUE,TRUE,0,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,8000,7000,TRUE,NA,FALSE,FALSE,FALSE,1,FALSE,TRUE,TRUE,3,NA,FALSE,TRUE
"101","Ghanaian Coast",1702,TRUE,TRUE,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,259000,22500,FALSE,FALSE,TRUE,TRUE,FALSE,4,TRUE,TRUE,TRUE,4,NA,TRUE,TRUE
"102","Ghanaian Coast",1501,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,FALSE,FALSE,3,FALSE,TRUE,FALSE
"103","Iceland",930,TRUE,TRUE,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,103000,200,FALSE,TRUE,TRUE,TRUE,TRUE,2,FALSE,TRUE,TRUE,3,FALSE,FALSE,TRUE
"104","Iceland",1262,TRUE,TRUE,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,103000,200,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE,TRUE,TRUE,3,FALSE,FALSE,TRUE
"105","Kachi Plain",1207,TRUE,NA,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2800000,2e+05,TRUE,TRUE,NA,TRUE,TRUE,5,TRUE,TRUE,TRUE,6,TRUE,TRUE,TRUE
"106","Kachi Plain",-1800,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,450,FALSE,FALSE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE
"107","Kachi Plain",1748,TRUE,TRUE,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,489000,NA,FALSE,TRUE,NA,FALSE,TRUE,1,FALSE,TRUE,TRUE,3,TRUE,TRUE,TRUE
"108","Kachi Plain",496,TRUE,TRUE,1,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2750000,NA,NA,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,TRUE,2,TRUE,NA,TRUE
"109","Kachi Plain",30,TRUE,TRUE,3,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,FALSE,2e+06,150000,NA,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,4,TRUE,NA,TRUE
"110","Kachi Plain",-303,TRUE,TRUE,4,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,FALSE,4e+06,50000,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,TRUE,4,TRUE,NA,TRUE
"111","Kachi Plain",1526,TRUE,NA,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,3200000,4e+05,TRUE,NA,NA,NA,TRUE,1,TRUE,TRUE,TRUE,4,TRUE,TRUE,TRUE
"112","Kachi Plain",750,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,8300000,9e+05,TRUE,TRUE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,6,TRUE,NA,TRUE
"113","Kachi Plain",-550,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4800000,2e+05,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,5,TRUE,NA,TRUE
"114","Kachi Plain",-95,TRUE,TRUE,3,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,3e+06,4e+05,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,4,TRUE,NA,TRUE
"115","Kachi Plain",532,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,3450000,5e+05,TRUE,TRUE,NA,TRUE,TRUE,4,NA,TRUE,TRUE,6,TRUE,NA,TRUE
"116","Kachi Plain",-2500,TRUE,NA,2,FALSE,NA,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,1e+05,1e+05,TRUE,NA,TRUE,TRUE,FALSE,2,TRUE,NA,TRUE,3,TRUE,NA,TRUE
"117","Kachi Plain",-2100,TRUE,NA,2,FALSE,NA,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,1e+05,1e+05,TRUE,NA,TRUE,TRUE,FALSE,2,TRUE,NA,TRUE,3,TRUE,NA,TRUE
"118","Kachi Plain",670,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,9e+06,2e+05,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,6,TRUE,NA,TRUE
"119","Kachi Plain",1193,NA,TRUE,0,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,NA,NA,9e+05,NA,NA,TRUE,NA,TRUE,TRUE,1,NA,TRUE,TRUE,2,TRUE,NA,TRUE
"120","Kachi Plain",251,NA,NA,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,3100000,250000,TRUE,TRUE,NA,TRUE,FALSE,4,TRUE,NA,TRUE,5,TRUE,NA,TRUE
"121","Kachi Plain",-7500,NA,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,NA,400,FALSE,FALSE,NA,FALSE,FALSE,1,NA,FALSE,FALSE,1,FALSE,TRUE,FALSE
"122","Kachi Plain",-1300,NA,FALSE,2,FALSE,NA,NA,FALSE,FALSE,TRUE,TRUE,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,FALSE,NA,FALSE
"123","Kachi Plain",-5500,NA,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,NA,400,FALSE,FALSE,NA,FALSE,FALSE,1,NA,FALSE,FALSE,1,FALSE,TRUE,FALSE
"124","Kachi Plain",-4000,NA,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,NA,1200,FALSE,FALSE,NA,TRUE,FALSE,1,NA,FALSE,FALSE,2,FALSE,TRUE,FALSE
"125","Kachi Plain",-3200,NA,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,NA,1100,FALSE,FALSE,NA,TRUE,FALSE,1,NA,FALSE,FALSE,2,FALSE,TRUE,FALSE
"126","Kachi Plain",862,NA,TRUE,4,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,NA,NA,140914,NA,NA,NA,NA,TRUE,TRUE,2,NA,TRUE,TRUE,3,TRUE,TRUE,TRUE
"127","Kachi Plain",1340,NA,NA,4,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,NA,NA,140914,NA,NA,TRUE,NA,FALSE,TRUE,2,NA,TRUE,TRUE,3,NA,TRUE,TRUE
"128","Kachi Plain",-145,NA,NA,1,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,NA,105226,NA,NA,NA,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE
"129","Kansai",1185,TRUE,TRUE,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,295000,1e+05,TRUE,NA,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,5,TRUE,NA,TRUE
"130","Kansai",1336,TRUE,TRUE,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,295000,40000,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,6,TRUE,NA,TRUE
"131","Kansai",538,TRUE,NA,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,FALSE,1e+05,NA,TRUE,NA,NA,TRUE,TRUE,2,TRUE,NA,TRUE,4,TRUE,NA,TRUE
"132","Kansai",1568,TRUE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,295000,3e+05,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,5,TRUE,NA,TRUE
"133","Kansai",794,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,250000,2e+05,NA,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,TRUE,4,TRUE,NA,TRUE
"134","Kansai",250,TRUE,TRUE,2,TRUE,NA,NA,TRUE,FALSE,TRUE,NA,NA,FALSE,1e+05,NA,NA,TRUE,NA,TRUE,TRUE,1,TRUE,FALSE,TRUE,3,NA,NA,TRUE
"135","Kansai",1467,TRUE,TRUE,2,NA,TRUE,TRUE,NA,TRUE,NA,NA,NA,NA,15000,40000,NA,NA,NA,TRUE,FALSE,2,NA,NA,TRUE,4,TRUE,NA,TRUE
"136","Kansai",1603,TRUE,TRUE,3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,295000,570361,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,6,TRUE,NA,TRUE
"137","Kansai",-300,TRUE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,1000,FALSE,FALSE,NA,NA,TRUE,1,NA,FALSE,TRUE,2,FALSE,NA,TRUE
"138","Kansai",-13600,NA,FALSE,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,FALSE,NA,FALSE
"139","Kansai",-9200,NA,FALSE,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,FALSE,NA,FALSE
"140","Kansai",-5300,NA,FALSE,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,400,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,FALSE,NA,FALSE
"141","Kansai",-3500,NA,FALSE,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,NA,400,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,2,FALSE,NA,FALSE
"142","Kansai",-1200,NA,FALSE,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,400,FALSE,FALSE,NA,NA,FALSE,1,FALSE,FALSE,FALSE,1,FALSE,NA,FALSE
"143","Kansai",-2500,NA,FALSE,2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,400,FALSE,FALSE,NA,FALSE,FALSE,1,FALSE,FALSE,FALSE,2,FALSE,NA,FALSE
"144","Kapuasi Basin",1650,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,25,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE
"145","Kapuasi Basin",1842,TRUE,TRUE,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,124450,25,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,TRUE,1,FALSE,FALSE,TRUE
"146","Konya Plain",-7000,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE
"147","Konya Plain",-31,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,5800000,9e+05,TRUE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,TRUE,7,TRUE,TRUE,TRUE
"148","Konya Plain",-670,TRUE,TRUE,3,FALSE,NA,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,250000,6000,NA,TRUE,TRUE,TRUE,TRUE,3,TRUE,NA,TRUE,3,TRUE,NA,TRUE
"149","Konya Plain",-546,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4800000,2e+05,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,5,TRUE,NA,TRUE
"150","Konya Plain",1263,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,3800000,1e+05,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,4,TRUE,NA,TRUE
"151","Konya Plain",-281,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,3600000,50000,TRUE,NA,NA,TRUE,TRUE,4,TRUE,TRUE,TRUE,6,TRUE,NA,TRUE
"152","Konya Plain",-3000,TRUE,FALSE,2,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,2,TRUE,NA,FALSE
"153","Konya Plain",-1500,TRUE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,50000,12000,NA,NA,TRUE,TRUE,NA,3,TRUE,NA,TRUE,3,FALSE,FALSE,TRUE
"154","Konya Plain",-2000,TRUE,TRUE,2,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,15000,9000,NA,NA,TRUE,TRUE,FALSE,1,TRUE,NA,TRUE,2,TRUE,NA,TRUE
"155","Konya Plain",632,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,520000,80000,TRUE,TRUE,TRUE,TRUE,TRUE,7,TRUE,TRUE,TRUE,6,TRUE,FALSE,TRUE
"156","Konya Plain",867,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,810000,3e+05,TRUE,TRUE,TRUE,TRUE,TRUE,7,TRUE,TRUE,TRUE,6,TRUE,NA,TRUE
"157","Konya Plain",-129,TRUE,TRUE,4,NA,FALSE,TRUE,NA,TRUE,TRUE,TRUE,NA,FALSE,130000,NA,NA,TRUE,NA,TRUE,TRUE,4,TRUE,TRUE,TRUE,3,TRUE,NA,TRUE
"158","Konya Plain",-5000,TRUE,FALSE,2,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,90,2500,FALSE,FALSE,NA,NA,TRUE,1,FALSE,FALSE,FALSE,2,NA,NA,FALSE
"159","Konya Plain",395,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1400000,5e+05,TRUE,TRUE,TRUE,TRUE,TRUE,7,TRUE,TRUE,TRUE,6,TRUE,TRUE,TRUE
"160","Konya Plain",-1344,TRUE,TRUE,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3e+05,15000,NA,TRUE,TRUE,TRUE,TRUE,4,TRUE,NA,TRUE,3,FALSE,FALSE,TRUE
"161","Konya Plain",-1650,TRUE,TRUE,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,50000,11000,NA,NA,TRUE,TRUE,NA,3,TRUE,NA,TRUE,3,TRUE,FALSE,TRUE
"162","Konya Plain",-300,TRUE,TRUE,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,420000,NA,NA,TRUE,NA,TRUE,TRUE,2,TRUE,TRUE,TRUE,3,TRUE,NA,TRUE
"163","Konya Plain",1393,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,70000,20000,TRUE,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,4,NA,NA,TRUE
"164","Konya Plain",1421,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,866000,70000,TRUE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,TRUE,5,TRUE,NA,TRUE
"165","Konya Plain",1517,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4836000,650000,TRUE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,TRUE,6,TRUE,NA,TRUE
"166","Konya Plain",1683,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4920000,7e+05,TRUE,TRUE,NA,TRUE,TRUE,4,TRUE,TRUE,TRUE,6,TRUE,NA,TRUE
"167","Konya Plain",-836,TRUE,TRUE,0,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,1e+05,15000,NA,TRUE,NA,NA,NA,1,TRUE,NA,TRUE,3,NA,NA,TRUE
"168","Konya Plain",284,TRUE,TRUE,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,4e+06,8e+05,TRUE,TRUE,TRUE,TRUE,TRUE,5,TRUE,TRUE,TRUE,7,TRUE,TRUE,TRUE
"169","Konya Plain",1093,TRUE,TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,250000,30000,NA,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,TRUE,4,TRUE,NA,TRUE
"170","Konya Plain",-900,TRUE,NA,2,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,3,NA,NA,TRUE
"171","Konya Plain",-9600,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,1,NA,FALSE,FALSE,1,FALSE,NA,FALSE
